Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud,month,day_of_week,hour,age,distance
423115,2020-12-02 07:19:29,6011388901471808,"fraud_Stroman, Hudson and Erdman",gas_transport,55.1,Jacqueline,Marsh,F,950 Sheryl Spurs,Dunlevy,PA,15432,40.1151,-79.8627,427,Mining engineer,1951-02-05,a33a9f1253b8c228bd8317b3b67e4132,1385968769,40.762764,-80.508341,0,12,3,7,73,90.40423110464783
300549,2020-10-12 17:30:02,2264937662466770,fraud_Dickinson Ltd,misc_pos,8.23,Juan,Sherman,M,5939 Garcia Forges Suite 297,San Antonio,TX,78214,29.3641,-98.4924,1595797,Land,1995-10-17,a1d6329f17c81b59d54c8ebb474e8d85,1381599002,28.666503,-97.752828,0,10,1,17,29,105.68645829702471
280139,2020-10-04 04:48:49,2229378226512508,"fraud_Jones, Sawayn and Romaguera",misc_net,99.32,Thomas,Hale,M,949 Smith Parkway,Cazenovia,WI,53924,43.4987,-90.2796,1360,Occupational hygienist,1984-11-06,2b114debb5c6cd737a0a187bc01e51dd,1380862129,43.518267,-90.566858,0,10,7,4,40,23.330712300139485
426476,2020-12-03 10:27:18,4742883543039288059,"fraud_Connelly, Reichert and Fritsch",gas_transport,93.56,Cassandra,Sanders,F,78117 George Mountains,Paauilo,HI,96776,20.0271,-155.3697,1490,"Scientist, research (maths)",1991-04-13,665cb46ec041b974874ace5ca43367aa,1386066438,20.403294,-155.396468,0,12,4,10,33,41.741145652368395
37622,2020-07-04 15:56:00,4605902936394,"fraud_Cole, Hills and Jewess",home,3.47,Vincent,Mueller,M,79019 Taylor Cliffs,Dallas,TX,75238,32.876999999999995,-96.708,1263321,Drilling engineer,1959-06-28,38bf2d5c4d813db1a15afa8115ab60b7,1372953360,32.428978,-96.510223,0,7,6,15,65,53.036476824095764
59075,2020-07-12 02:35:53,6011934240159560,fraud_Miller-Hauck,grocery_pos,96.57,Joshua,Cohen,M,426 Mark Ports,Brooklin,ME,4616,44.2541,-68.5565,824,"Loss adjuster, chartered",1974-11-02,78eebb7953b15017d24a6feb18f41314,1373596553,44.229216,-68.365359,0,7,7,2,50,15.516674645803569
434927,2020-12-05 17:54:03,30235268718158,fraud_Stiedemann Inc,misc_pos,2.82,Kenneth,Doyle,M,8614 Reed Glen,West Harrison,NY,10604,41.0592,-73.7395,11250,Lexicographer,1977-08-16,cef79018337c685b9819fe296cf8e9ed,1386266043,41.523878,-73.66367,0,12,6,17,47,51.99634041575108
294393,2020-10-10 10:25:23,4586810168620942,"fraud_Stokes, Christiansen and Sipes",grocery_net,8.27,Michelle,Gregory,F,6983 Carrillo Isle,Edisto Island,SC,29438,32.5486,-80.307,2408,"Sales professional, IT",1997-07-05,1f649464cd9ea25e9809a62de3983b46,1381400723,33.34485,-80.648859,0,10,6,10,27,93.91466689906267
261219,2020-09-25 17:33:48,6538891242532018,fraud_Kassulke Inc,entertainment,84.37,Jodi,Rodriguez,F,5796 Lee Coves Apt. 286,Walnut Ridge,AR,72476,36.0244,-90.9288,7155,"Engineer, control and instrumentation",1977-03-23,6eb27650a4db2bf18be62ecca6072ff3,1380130428,35.095792,-91.201313,0,9,5,17,47,105.95060877967533
42237,2020-07-06 01:24:24,180072527505094,"fraud_Zieme, Bode and Dooley",gas_transport,62.93,Cody,Miller,M,25748 John Wells,Mooresville,NC,28117,35.584,-80.8685,69793,Control and instrumentation engineer,1953-12-08,ea4f45a7783fd95ef5f65ecb00068dce,1373073864,36.014847,-80.405202,0,7,1,1,71,63.55353490459005
544045,2020-12-29 04:28:27,3598215285024754,fraud_Bogisich Inc,grocery_pos,233.11,Ashley,Lopez,F,9333 Valentine Point,Bellmore,NY,11710,40.6729,-73.5365,34496,"Librarian, public",1970-10-21,a58533be377055b877331115ebabf17d,1388291307,41.151828,-73.46701800000001,0,12,2,4,54,53.50716224082287
489430,2020-12-17 04:56:16,3590736522064285,fraud_Maggio-Fahey,misc_pos,59.75,Kimberly,Gonzalez,F,72966 Shannon Pass Apt. 391,Bauxite,AR,72011,34.5091,-92.4828,4074,"Scientist, audiological",1975-12-20,d75ee8d8e591c2dee66ca4c661280681,1387256176,34.313119,-93.375222,0,12,4,4,49,84.8779744342458
374356,2020-11-14 10:38:23,6011552879910390,fraud_Stamm-Rodriguez,misc_pos,43.38,Robert,Long,M,529 Joshua Knoll Apt. 511,Lonetree,WY,82936,41.0552,-110.1603,49,Research scientist (physical sciences),1981-07-05,0ca1b8e42f1ad4b8caf2e15c40e79786,1384425503,41.790206,-110.696959,0,11,6,10,43,93.14606143092261
447104,2020-12-07 21:13:47,6011893664860915,fraud_Cormier LLC,shopping_net,326.02,Erin,Chavez,F,3379 Williams Common,Littleton,CO,80120,39.5994,-105.0044,320420,Water engineer,1975-07-31,3f47849765d44b6db8cc7080707f641b,1386450827,39.410208,-105.115925,0,12,1,21,49,23.091530122379556
228086,2020-09-11 03:27:43,3526826139003047,fraud_Rempel Inc,shopping_net,318.3,Nathan,Massey,M,5783 Evan Roads Apt. 465,Falmouth,MI,49632,44.2529,-85.01700000000001,1126,Furniture designer,1955-07-06,e9220651425f144768ec689b94e583a8,1378870063,43.296772,-84.199628,0,9,5,3,69,124.96198837445736
216410,2020-09-06 09:25:59,30360260465747,fraud_Turner and Sons,shopping_pos,8.79,Jennifer,Garcia,F,28777 Stewart Plains Apt. 495,Putnam,IL,61560,41.1949,-89.4409,754,"Presenter, broadcasting",1962-05-13,5313e045ddc2c8c55cdbb6cec955de74,1378459559,40.247367,-89.78479899999999,0,9,7,9,62,109.15981238117631
498126,2020-12-19 14:51:26,3518234918950662,fraud_Cormier LLC,shopping_net,284.46,Barbara,Lowe,F,67210 Lori Creek,Sherman,TX,75092,33.6372,-96.6184,46563,Systems developer,1970-09-11,4f77bd8a82edd9a41f52dce6bf52c2a0,1387464686,32.694772,-97.46768,0,12,6,14,54,131.1495171498088
505249,2020-12-20 23:51:58,372509258176510,fraud_Pacocha-Bauch,shopping_pos,44.59,Kristen,Hanson,F,26544 Andrea Glen,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,1985-06-18,39d748ab061f808290e85c00d76674bc,1387583518,43.654847,-82.775604,0,12,7,23,39,100.35869490176623
257835,2020-09-23 18:52:09,4683520018489354,"fraud_Gutmann, McLaughlin and Wiza",home,112.73,Charles,Carrillo,M,17547 Stephen Turnpike Apt. 846,Hawthorne,CA,90250,33.9143,-118.3493,93193,"Editor, magazine features",1995-04-19,fd6514b528c2025fa4bcc654e0a0c7c6,1379962329,33.785799,-118.402527,0,9,3,18,29,15.080504364041506
13950,2020-06-26 00:32:22,213102873001603,"fraud_Stroman, Hudson and Erdman",gas_transport,51.82,Joanne,Padilla,F,477 Alejandro Knolls Suite 828,Gardiner,OR,97441,43.7857,-124.1437,260,"Engineer, maintenance",1956-09-01,5e90498485a860461d8ebb0f29a50a4f,1372206742,43.31292,-124.626667,0,6,5,0,68,65.43974745789357
438209,2020-12-06 11:56:58,6511349151405438,"fraud_Okuneva, Schneider and Rau",shopping_pos,3.62,Robert,Nguyen,M,74835 Garner Point,Ruth,NV,89319,39.3426,-114.8859,450,Interpreter,1946-08-24,7e9b9589ebd5ea6a7603db940ee44eda,1386331018,38.706066,-114.068577,0,12,7,11,78,100.01434524040448
513510,2020-12-22 08:54:52,3546897637165774,"fraud_Greenholt, Jacobi and Gleason",gas_transport,87.21,Kayla,Obrien,F,7921 Robert Port Suite 343,Prairie Hill,TX,76678,31.6591,-96.8094,263,Barrister,1956-05-30,9c49373c9303a1d5c49aa0de6e7d5c3f,1387702492,31.818819,-97.216834,0,12,2,8,68,42.476447055153265
49509,2020-07-07 20:58:17,4195832462863385,fraud_Champlin-Casper,home,39.17,Victoria,Mcbride,F,0688 Kevin Manor,Clarksville,MO,63336,39.3465,-90.9362,1146,Exercise physiologist,1929-04-07,00fad99b4f01fb2dbf2b5e109f66b61f,1373230697,39.323261,-90.753014,0,7,2,20,95,16.003016091689588
351333,2020-11-03 16:21:09,4079773899158,fraud_Labadie LLC,personal_care,15.11,Eric,Preston,M,7020 Doyle Stream Apt. 951,Mesa,ID,83643,44.6255,-116.4493,129,Cartographer,1965-12-15,85018a5842e4c9131a12032eed27859a,1383495669,45.068747,-117.23214,0,11,2,16,59,79.09719957125625
193816,2020-08-28 13:54:25,213155997615567,fraud_Spencer PLC,entertainment,66.44,James,Yoder,M,83359 Lopez Point,Clune,PA,15727,40.5503,-79.3237,168,Race relations officer,1978-10-04,db6d45c57dda8f2cc6b3d6e5092246cc,1377698065,40.8158,-78.504271,0,8,5,13,46,75.28484032069423
355268,2020-11-05 19:03:35,4997733566924489,fraud_Pouros-Conroy,shopping_pos,82.56,Stephanie,Taylor,F,598 Martin Pine Suite 365,Saint Paul,MN,55128,44.9913,-92.9487,753116,Fisheries officer,1971-08-06,3ec49c941a1986f831606ee113c19db0,1383678215,45.709918,-92.702364,0,11,4,19,53,82.16591123999766
224790,2020-09-09 04:12:22,340103199302564,"fraud_Koss, McLaughlin and Mayer",food_dining,102.34,Sophia,Dickson,F,9047 Rodriguez Turnpike,Gibsonville,NC,27249,36.1183,-79.5685,12486,Arboriculturist,1934-02-09,ff521dc3036ee99da49a17609bf02942,1378699942,36.146734,-79.312525,0,9,3,4,90,23.255982922487508
395771,2020-11-23 15:19:48,3518669219150142,"fraud_Towne, Greenholt and Koepp",shopping_net,121.35,Dorothy,Thomas,F,537 Rice Square Suite 040,Milford,OH,45150,39.1657,-84.23299999999999,31394,Hospital doctor,1996-11-12,aad82d778114ccb4d27f68ad66684492,1385219988,38.219983,-83.90475,0,11,1,15,28,108.79825726916208
504222,2020-12-20 20:20:46,675945690716,"fraud_Eichmann, Hayes and Treutel",travel,1.75,Ellen,Smith,F,285 George Lake,Beaver Falls,PA,15010,40.7687,-80.3592,28425,Podiatrist,2000-06-09,d6f05f9998cdc9bbb781851f8cc37946,1387570846,40.085127,-80.504141,0,12,7,20,24,76.89590589992213
36874,2020-07-04 08:17:11,6597888193422452,fraud_McCullough LLC,misc_pos,178.29,Bill,Lane,M,4725 Hurst Curve Apt. 634,Holliday,TX,76366,33.6751,-98.6576,2317,Chief Technology Officer,1964-08-23,a5339f76bf94f7cce46c6da681c79b8f,1372925831,34.630488,-98.097164,0,7,6,8,60,117.90673285841117
551972,2020-12-30 21:38:03,3559723917628303,"fraud_Klocko, Runolfsdottir and Breitenberg",health_fitness,77.54,Matthew,Huerta,M,622 Williams Trafficway,Ringwood,IL,60072,42.4048,-88.3054,928,Outdoor activities/education manager,1985-05-13,33ba6da927e3c3a82963a0ef7afce306,1388439483,42.784719,-89.253322,0,12,3,21,39,88.5092562565485
505341,2020-12-21 00:16:49,6011679934075347,fraud_Murray-Smitham,grocery_pos,112.22,Jennifer,Gonzalez,F,5517 Stacy Land,Jelm,WY,82063,41.0539,-106.0763,100,Public librarian,1974-04-16,62da24f2685d093539ea0e9d7f42e250,1387585009,40.980726,-105.341766,0,12,1,0,50,62.315908612677
535210,2020-12-27 17:56:57,4798937978667559470,"fraud_Klocko, Runolfsdottir and Breitenberg",health_fitness,126.39,Robert,Williams,M,09419 Lewis Rapids,Bay City,MI,48706,43.6088,-83.95299999999999,67858,Water quality scientist,1995-03-13,05ae24013e1b0449d3a60b27c3f4c191,1388167017,43.262798,-84.476939,0,12,7,17,29,57.24597800210538
23106,2020-06-29 07:32:19,6011348830550197,fraud_Miller-Hauck,grocery_pos,55.62,Samuel,Johnston,M,16285 Jessica Lights,Birmingham,AL,35229,33.4629,-86.7904,493806,Musician,1980-07-12,e9acbacc8e1b933aaa3d01ff43c4c504,1372491139,33.266490000000005,-85.988414,0,6,1,7,44,77.75204792618419
461662,2020-12-11 08:21:14,4446368897795790,fraud_O'Keefe-Hudson,grocery_pos,90.76,Ryan,Joseph,M,8850 Jessica Center,Atlantic,VA,23303,37.9073,-75.5089,741,"Geologist, engineering",1986-08-17,cbfb9f18097fdfaa4a1f2eff4c0f704a,1386750074,37.331442,-74.648329,0,12,5,8,38,99.2826452927669
390604,2020-11-21 15:54:35,639023984367,"fraud_Weber, Thiel and Hammes",kids_pets,27.2,Destiny,Lowe,F,79472 Stevens Trace Apt. 120,Hannawa Falls,NY,13647,44.6087,-74.9732,69,Chief Executive Officer,1991-06-05,2949a66cf63cf610fb14a783a862e848,1385049275,44.315248,-75.040887,0,11,6,15,33,33.0506646084667
37798,2020-07-04 17:14:11,4173950183554608,"fraud_Wuckert, Wintheiser and Friesen",home,70.56,Stephen,Marshall,M,47144 Roberts Keys,Monmouth Beach,NJ,7750,40.333,-73.9809,3279,Health promotion specialist,1978-10-05,655f4ede2372f2476d952e4280cd8bad,1372958051,40.742353,-74.364199,0,7,6,17,46,55.8640840239398
538724,2020-12-28 09:27:37,3596357274378601,fraud_Kiehn-Emmerich,grocery_pos,51.74,David,Everett,M,4138 David Fall,Morrisdale,PA,16858,41.0001,-78.2357,3688,Advice worker,1973-05-27,b91e8184b5c17e65820d8428487f424f,1388222857,41.12551,-78.453749,0,12,1,9,51,23.019431480311816
465403,2020-12-12 08:12:30,6539653032686894,fraud_Pacocha-Bauch,shopping_pos,2.62,Samuel,Short,M,23383 Denise Pine Apt. 099,Sacramento,CA,95842,38.6865,-121.3494,757530,Soil scientist,1966-09-19,61cde6ba19f506b99c37d6502ab4cf4e,1386835950,39.184763,-121.03011399999998,0,12,6,8,58,61.85499309217232
162376,2020-08-17 09:34:10,36485887555770,fraud_Smitham-Schiller,grocery_net,24.25,Michael,Gross,M,230 Ryan Tunnel Apt. 025,Fulton,OH,43321,40.4971,-82.8342,267,Facilities manager,2005-01-29,4d09d869af4d41a4bed4cea2732bdc70,1376732050,39.997453,-83.262941,0,8,1,9,19,66.39884171439792
330180,2020-10-25 23:27:06,3525590521269779,fraud_Keeling-Crist,misc_pos,2.37,Scott,Fuller,M,861 Karen Common,Haw River,NC,27258,36.0424,-79.3242,6006,Paramedic,1984-07-20,7d377e8ca2c29cb0a277efbecad058b0,1382743626,35.547875,-79.12910699999999,0,10,7,23,40,57.63456443585207
329416,2020-10-25 17:59:38,4560395181594436016,fraud_Ratke and Sons,health_fitness,54.94,Angela,Taylor,F,6343 Ramirez Skyway Apt. 518,Lakeport,CA,95453,39.047,-122.9328,11256,Podiatrist,1972-10-18,52e9f0cff26d5cc61908249689abd6bd,1382723978,38.237863,-123.873754,0,10,7,17,52,121.56633862088577
357448,2020-11-06 23:23:32,4587657402165341815,fraud_Huel Ltd,misc_net,120.6,Amber,Lewis,F,6296 John Keys Suite 858,Pembroke Township,IL,60958,41.0646,-87.5917,2135,"Psychotherapist, child",2004-05-08,18fe0f014ae3580a5f8cc841483fab84,1383780212,40.516541,-88.535064,0,11,5,23,20,100.21687691167864
259819,2020-09-24 22:47:41,30560609640617,fraud_Schuppe LLC,entertainment,120.06,Michael,Olson,M,558 Michael Estates,Luray,MO,63453,40.4931,-91.8912,519,Town planner,1966-02-13,a54b093fab69fb5f981a7d135300af3d,1380062861,40.654953000000006,-92.797422,0,9,4,22,58,78.81027776278187
453771,2020-12-08 22:44:42,4452366298769043,"fraud_Durgan, Gislason and Spencer",home,18.56,Linda,Davis,F,6602 Ortiz Pine Apt. 179,Blooming Grove,TX,76626,32.0758,-96.701,1563,Financial adviser,1978-03-04,943a3c2a4b4afdce2efc907ce65bc0ae,1386542682,31.266568,-96.463639,0,12,2,22,46,92.50853225023032
364552,2020-11-09 18:35:47,3506592072985012,fraud_Kuhn LLC,misc_net,106.73,Randy,Murphy,M,0356 Sarah Light,Ballwin,MO,63021,38.577,-90.5255,92608,"Engineer, communications",2001-07-26,8ff44484ed414ad3428746e474c83c46,1384022147,39.222936,-90.204539,0,11,1,18,23,76.92324662879008
216732,2020-09-06 12:42:23,30518206766474,fraud_Friesen Inc,shopping_pos,9.37,Tamara,Martinez,F,471 Marquez Prairie Suite 680,Matthews,MO,63867,36.7154,-89.6287,1019,Aeronautical engineer,1979-01-26,91fc0da404f1c7b997586aa4d0937dba,1378471343,36.248087,-89.104479,0,9,7,12,45,69.97059278459015
65498,2020-07-13 20:42:04,4599285557366057,"fraud_Romaguera, Wehner and Tromp",kids_pets,69.18,Mary,Williams,F,00315 Ashley Valleys,Burrton,KS,67020,38.0261,-97.6666,1689,Gaffer,1997-11-18,02d62d7f50d04d4790ac667215dc72c6,1373748124,37.862599,-98.092498,0,7,1,20,27,41.60273940051045
26453,2020-06-30 02:05:36,3508104404056005,"fraud_Raynor, Reinger and Hagenes",gas_transport,85.25,Michael,Fisher,M,401 Escobar Port,East Troy,WI,53120,42.8035,-88.4092,9679,"Engineer, production",1991-04-11,4f99a93043b4b3b7c3d8d635d041bf41,1372557936,42.44638,-88.693116,0,6,2,2,33,46.00264329518384
311316,2020-10-17 20:09:47,340953839692349,fraud_Botsford Ltd,shopping_pos,7.72,Tyler,Wright,M,615 Clarke Spring Apt. 172,Warren,MI,48088,42.5164,-82.9832,134056,"Doctor, hospital",1980-05-18,a2c0298bf4e16463b5c6419cb6747240,1382040587,41.841301,-82.690516,0,10,6,20,44,78.79004794724686
35982,2020-07-03 21:57:17,30074693890476,fraud_Beer-Jast,kids_pets,68.22,Kelsey,Richards,F,889 Sarah Station Suite 624,Holcomb,KS,67851,37.9931,-100.9893,2691,Arboriculturist,1993-08-16,31d980ae34e500c6bfe798d2e9020345,1372888637,37.977377,-101.795495,0,7,5,21,31,70.84555904305017
15153,2020-06-26 14:27:38,6011477612335392,fraud_Waelchi-Wolf,kids_pets,56.58,Anthony,Roberts,M,95488 Cabrera Well,Maria Stein,OH,45860,40.4062,-84.5076,2274,"Designer, television/film set",1943-12-17,65004ed384ca61a9d4f2f8e26102e6f7,1372256858,40.75384,-83.51146700000001,0,6,5,14,81,92.7538696254936
162656,2020-08-17 11:44:06,4890424426862856940,fraud_Harris Inc,gas_transport,56.25,Jeremy,Whitney,M,0371 Aimee Neck Suite 856,Sacramento,CA,95827,38.5662,-121.3286,757530,Magazine features editor,1979-04-30,40b5a852a7d1af37a82a25e8597fd43c,1376739846,39.514123,-121.148022,0,8,1,11,45,106.389756093762
534572,2020-12-27 15:36:06,3514897282719543,fraud_Ebert-Daugherty,travel,5.12,Steven,Faulkner,M,841 Cheryl Centers Suite 115,Farmington,NY,14425,42.958,-77.3083,10717,Cytogeneticist,1952-10-13,5527a0a35a22d391c125b84de9870b91,1388158566,43.559793,-78.205377,0,12,7,15,72,98.87116284230414
118260,2020-08-02 00:30:05,4344955088481397,fraud_Schamberger-O'Keefe,grocery_pos,103.36,Christopher,Rodgers,M,30587 Fox Shores Apt. 627,Fenelton,PA,16034,40.8555,-79.7372,2054,Communications engineer,1976-09-29,319e8d749f55025c85d21062b5294ac5,1375403405,41.448524,-79.049124,0,8,7,0,48,87.59766377736653
31447,2020-07-01 19:00:31,3529597810116815,fraud_Pacocha-Weissnat,kids_pets,12.84,Pamela,Curtis,F,8969 Fuentes Station Apt. 291,Mill Creek,PA,17060,40.4679,-77.8967,1334,Archaeologist,1986-12-17,ef2f53b3e324469fac58e197e647a78a,1372705231,40.494931,-78.352564,0,7,3,19,38,38.769560268130874
15820,2020-06-26 20:14:35,4425161475596168,fraud_Brown Inc,kids_pets,41.69,Brooke,Fisher,F,815 Heather Divide Apt. 965,San Angelo,TX,76905,31.4647,-100.39,103927,Drilling engineer,1962-06-27,3844b941638e50675b9115c929732f8a,1372277675,31.862369,-99.743677,0,6,5,20,62,75.50704974553037
354,2020-06-21 14:13:30,30442439074871,fraud_Larkin Ltd,kids_pets,116.24,Linda,Sanchez,F,6574 William Hill Apt. 375,Jermyn,PA,18433,41.5744,-75.5881,6508,Training and development officer,1981-06-22,77d18de139b6f2e36a0a5711a2aefae3,1371824010,41.396358,-75.687624,0,6,7,14,43,21.449784417364295
519252,2020-12-23 13:32:00,3589255887819806,fraud_Terry Ltd,home,35.21,David,Miller,M,622 Bradley Knoll Apt. 758,Hancock,MD,21750,39.6991,-78.1762,3766,Press photographer,1984-02-14,c272fa4d7ae11bc4de428af0bdc18bd7,1387805520,39.606076,-77.612562,0,12,3,13,40,49.464453686229064
251575,2020-09-21 10:01:10,4220495028289516646,"fraud_Reichert, Shanahan and Hayes",shopping_net,33.59,Bethany,Andrade,F,7898 Wanda Springs,Corona,CA,92882,33.8419,-117.6043,233717,Wellsite geologist,1966-05-22,a84dca2b7c1cdd7853a915d494a38a03,1379757670,32.9981,-117.267962,0,9,1,10,58,98.6770028117116
325282,2020-10-23 19:05:38,4378993458389626,fraud_Dibbert and Sons,entertainment,152.09,Travis,Hayes,M,1561 Chase Grove,Conway,NH,3818,43.9742,-71.1503,3807,Surgeon,1999-10-25,909c6652432e56295da8328338bd949d,1382555138,43.194572,-72.13672,0,10,5,19,25,117.68358302378317
141345,2020-08-09 21:52:15,503874407318,"fraud_Lesch, D'Amore and Brown",food_dining,85.54,Andrew,Mcgee,M,4130 Tiffany Glen Apt. 562,San Antonio,TX,78248,29.5894,-98.5201,1595797,Exhibition designer,1975-12-28,a3e6658b8e57b46aabfb0b65bac14fd7,1376085135,28.784924,-97.78561,0,8,7,21,49,114.2544781095687
306743,2020-10-15 10:32:24,3582402971899057,fraud_Vandervort-Funk,grocery_pos,70.49,Michele,Patrick,F,557 Lynn Garden Suite 907,Spirit Lake,ID,83869,47.9657,-116.868,4161,Production manager,1957-06-12,1e20d12aaa8d1d55dc45a1998c5a6f31,1381833144,47.107705,-116.712941,0,10,4,10,67,96.10467297502043
433620,2020-12-05 10:34:35,4798937978667559470,fraud_Ruecker Group,misc_net,43.1,Robert,Williams,M,09419 Lewis Rapids,Bay City,MI,48706,43.6088,-83.95299999999999,67858,Water quality scientist,1995-03-13,72e9109514ea8eec893f96a1af94a6e9,1386239675,43.823964,-84.05803900000001,0,12,6,10,29,25.36054551535834
114586,2020-07-31 12:16:38,342351256941125,"fraud_Okuneva, Schneider and Rau",shopping_pos,1.92,Rebecca,Obrien,F,5619 Mendoza Inlet,Juliette,GA,31046,33.1194,-83.8235,3343,Theatre manager,1990-06-08,47a9b7fdf6689b86221831404c55bf9d,1375272998,33.331004,-84.209582,0,7,5,12,34,42.96461148641829
407807,2020-11-29 09:40:27,4060579726528237,fraud_Boyer PLC,misc_pos,3.49,Steven,Sanders,M,25955 Amy Via,Ozawkie,KS,66070,39.2136,-95.4404,2661,Theatre director,1948-11-14,0d3ec81b5b0707d062e4aa89b5ce8abd,1385718027,39.46864,-94.605123,0,11,7,9,76,77.37491965057687
180293,2020-08-23 20:01:36,4810789809665942990,fraud_Roberts-Beahan,misc_pos,842.08,Julie,Sanchez,F,916 Charles Road,Bowersville,OH,45307,39.5756,-83.7153,338,Quantity surveyor,1988-07-28,ba31a554d970849955040963e64928ac,1377288096,39.172072,-83.049269,0,8,7,20,36,72.80646219255495
449650,2020-12-08 08:09:35,4500002361389,fraud_Koepp-Witting,grocery_pos,127.19,Joseph,Nixon,M,86882 Desiree Camp Suite 047,Tyaskin,MD,21865,38.2833,-75.8465,470,Music tutor,1965-04-07,01ed2681bffd6802a2784373301e6422,1386490175,38.016474,-76.55104,0,12,2,8,59,68.48998475059882
413643,2020-11-30 16:35:58,213161293389774,fraud_Osinski Inc,personal_care,4.86,Catherine,Weber,F,74890 Rodriguez Springs Apt. 540,West Henrietta,NY,14586,43.0397,-77.6871,10256,"Teacher, primary school",1968-06-24,cb492c6ebdf02193854c0e9ec4526795,1385829358,42.572398,-77.969543,0,11,1,16,56,56.820788616711035
31173,2020-07-01 16:22:03,30235438713303,"fraud_Weimann, Kuhic and Beahan",shopping_pos,6.72,James,Baldwin,M,3603 Mitchell Court,Winfield,WV,25213,38.5072,-81.89,5512,Exhibition designer,1980-03-24,ea475212cac6efaa96461de70542c05c,1372695723,39.235174,-81.936089,0,7,3,16,44,80.91351312830518
14006,2020-06-26 01:09:21,6595970453799027,fraud_Mohr Inc,shopping_pos,2.5,Gina,Gomez,F,72030 Shelton Crossing Apt. 742,Stirling,NJ,7980,40.6774,-74.4968,2307,Science writer,1969-09-11,0f8f5871080838be5ada6eef51a2ad50,1372208961,39.804353000000006,-75.390914,0,6,5,1,55,123.23169876470466
237168,2020-09-14 20:32:55,30044330818990,"fraud_Little, Gutmann and Lynch",shopping_net,4.01,Allison,Ayala,F,87665 Karen Mill Apt. 586,Fort Myers,FL,33967,26.4722,-81.8122,224256,Paramedic,1985-08-29,04abca8ed11aa1215259b8f9593e4209,1379190775,27.116567,-81.316498,0,9,1,20,39,86.7574468884512
490623,2020-12-17 14:10:47,2283743876903625,"fraud_Konopelski, Schneider and Hartmann",food_dining,1.35,Shannon,Williams,F,9345 Spencer Junctions Suite 183,Alpharetta,GA,30009,34.077,-84.3033,165556,Prison officer,1997-12-27,b45447e024500f31b6bae3c13f17d237,1387289447,34.96253,-85.252601,0,12,4,14,27,131.3271235992422
200733,2020-08-31 01:09:36,4103158249977,"fraud_Weimann, Kuhic and Beahan",shopping_pos,109.88,Christopher,Adkins,M,3512 Knight Center,Lorenzo,TX,79343,33.6666,-101.5277,1571,Petroleum engineer,1982-06-27,e4d6cbebb7ca087ceb5f564b63b0f3d9,1377911376,32.964153,-100.812902,0,8,1,1,42,102.4695897116125
396359,2020-11-23 18:52:19,503848303379,"fraud_Schoen, Nienow and Bauch",personal_care,3.56,Gregory,Wallace,M,27203 Darrell Landing,Saint James City,FL,33956,26.529,-82.0916,3776,Sport and exercise psychologist,1976-09-12,d6c1c21b72f3ec7affdd82861e8ef527,1385232739,25.57062,-81.441998,0,11,1,18,48,124.49792643482715
35403,2020-07-03 16:58:24,4110266553600176127,fraud_Parker-Kunde,personal_care,191.74,Sandra,Schwartz,F,3789 Mark Walks,Sunflower,MS,38778,33.5567,-90.5451,1686,"Education officer, community",1986-11-06,4bbc2f914782265f8febf5480a30f8f9,1372870704,33.730175,-90.205895,0,7,5,16,38,36.88408478241172
275907,2020-10-02 00:13:33,3582754887089201,fraud_Torphy-Goyette,shopping_pos,7.49,Terrance,Mckinney,M,42965 Christopher Fords Suite 659,Norman,AR,71960,34.4596,-93.6743,1383,Magazine features editor,1966-08-08,ce81f9c69728a1295362a80969ac4266,1380672813,34.201227,-94.596709,0,10,5,0,58,89.59277205527982
390916,2020-11-21 19:30:54,3531129874770000,fraud_Streich Ltd,home,13.69,Shelby,Mitchell,F,974 Cindy Stream,Brandon,VT,5733,43.8065,-73.0882,5895,"Scientist, marine",1975-07-13,5410810af3727bbaec6bb06e72550ccf,1385062254,43.197608,-73.53889699999999,0,11,6,19,49,76.84382352588814
298607,2020-10-12 01:44:37,3587960728692500,"fraud_Swaniawski, Bahringer and Ledner",grocery_net,29.04,Kathy,Hughes,F,02110 Lucas Freeway Suite 517,Battle Creek,IA,51006,42.3327,-95.6045,1075,"Teacher, early years/pre",1997-01-02,a7f3963d2b54d9aff46970479769675c,1381542277,42.016282,-94.713538,0,10,1,1,28,81.57413787574458
363787,2020-11-09 14:14:36,4503101193493052864,fraud_Auer-West,shopping_net,20.38,Katherine,Tucker,F,670 Le Meadows Suite 250,Lakeland,FL,33811,27.9865,-82.0139,237282,Clothing/textile technologist,1979-07-03,15ed56f93022b31a9c9465246adf9706,1384006476,27.083649,-81.620012,0,11,1,14,45,107.34601759462645
253273,2020-09-21 21:33:40,372382441451095,fraud_Champlin-Casper,home,100.13,Brent,Terrell,M,502 Rice Plaza Apt. 979,Port Ewen,NY,12466,41.8948,-73.9767,2471,Heritage manager,1966-01-21,75618e427d729ffb4c44dae27e7dea28,1379799220,41.738351,-73.35844399999999,0,9,1,21,58,54.22907691201412
